Age,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,TotalChildren,NumberChildrenAtHome,Education,Occupation,YearlyIncome
47,F,M,1,0,2,0,Partial College,Skilled Manual,57426
41,M,M,1,1,2,1,Partial College,Clerical,80987
34,F,S,1,0,0,0,Graduate Degree,Professional,129957
63,M,S,1,2,1,0,Bachelors,Clerical,77879
49,M,M,1,2,2,1,Partial College,Skilled Manual,57127
60,F,M,1,1,2,1,Bachelors,Professional,137656
37,M,S,0,1,0,0,Bachelors,Skilled Manual,60980
38,F,S,0,0,0,0,Partial College,Clerical,77129
44,M,M,1,1,2,0,Partial College,Manual,28823
62,M,M,1,1,2,1,Partial College,Skilled Manual,61604
57,M,M,1,3,2,1,Bachelors,Professional,128522
42,M,S,0,2,0,0,Bachelors,Clerical,81712
64,M,S,1,1,1,0,Graduate Degree,Skilled Manual,61014
51,M,M,1,1,1,1,High School,Skilled Manual,54006
35,F,M,0,2,2,1,High School,Skilled Manual,55564
47,F,M,1,0,2,1,Bachelors,Skilled Manual,61859
35,M,M,0,1,1,1,Partial High School,Skilled Manual,54863
46,M,M,1,1,2,0,Bachelors,Clerical,86170
43,M,M,1,2,2,0,Graduate Degree,Professional,137384
38,M,M,1,1,1,1,Bachelors,Clerical,84889
52,F,M,1,0,2,1,Bachelors,Skilled Manual,57287
31,M,S,0,1,0,0,Partial College,Clerical,84251
27,M,S,0,2,0,0,Partial College,Skilled Manual,62358
30,F,M,0,2,0,0,High School,Clerical,76478
60,F,M,1,2,3,3,Graduate Degree,Management,107557
47,M,S,0,2,0,0,Graduate Degree,Skilled Manual,58563
39,F,S,0,0,0,0,Bachelors,Skilled Manual,54102
32,F,M,0,0,0,0,Bachelors,Skilled Manual,51078
31,M,M,0,1,0,0,Partial High School,Manual,34597
32,F,S,0,3,0,0,Graduate Degree,Management,108617
43,M,M,1,0,2,0,Partial College,Manual,33567
46,M,S,0,1,0,0,Bachelors,Skilled Manual,52678
41,M,M,1,2,0,0,Bachelors,Management,112763
38,F,S,0,0,0,0,Graduate Degree,Clerical,77225
34,M,M,0,0,2,1,Graduate Degree,Manual,33801
40,M,M,1,2,2,2,Bachelors,Management,106603
58,F,M,1,1,2,2,High School,Skilled Manual,55675
26,F,S,0,1,0,0,Partial College,Skilled Manual,56549
47,F,M,1,3,2,1,Bachelors,Professional,132332
45,M,M,1,2,2,1,Partial College,Skilled Manual,53591
43,M,M,1,0,2,2,Partial College,Manual,31874
49,F,M,1,0,2,1,Partial College,Management,110250
48,F,M,1,1,2,1,High School,Skilled Manual,51658
31,F,S,0,1,0,0,Partial College,Management,106971
61,M,M,1,2,2,0,Bachelors,Management,107401
42,M,M,1,1,1,1,Bachelors,Management,110947
39,F,S,0,0,0,0,Graduate Degree,Manual,33284
41,M,M,1,2,0,0,Bachelors,Management,113492
52,F,M,1,2,2,1,Bachelors,Skilled Manual,58864
29,M,S,0,1,0,0,Bachelors,Manual,26174
34,F,S,0,0,0,0,Partial College,Clerical,85412
69,F,M,1,2,2,0,Graduate Degree,Skilled Manual,56291
32,F,S,0,1,0,0,Partial College,Skilled Manual,56706
37,M,S,0,1,0,0,Bachelors,Clerical,78939
37,F,M,1,3,1,1,Bachelors,Clerical,81676
66,F,S,1,1,1,0,Partial College,Skilled Manual,51476
46,F,M,1,2,0,0,Bachelors,Professional,132266
86,M,M,1,1,2,2,Partial High School,Manual,27102
34,M,S,0,1,0,0,Partial High School,Skilled Manual,57288
42,F,M,1,3,2,0,Bachelors,Professional,128863
26,F,M,0,2,0,0,Partial College,Skilled Manual,51596
42,M,S,0,1,0,0,Partial College,Clerical,86529
67,M,M,1,3,3,0,Graduate Degree,Management,107950
41,F,S,1,2,0,0,Bachelors,Management,102428
54,F,M,1,2,2,0,Partial College,Skilled Manual,56269
62,M,S,1,2,1,0,Bachelors,Management,111462
39,M,M,1,1,2,1,Graduate Degree,Clerical,78476
25,M,S,0,1,0,0,Partial High School,Skilled Manual,60464
50,F,S,1,2,0,0,Partial College,Management,109392
26,M,M,0,0,0,0,Partial College,Manual,29899
36,M,M,0,0,2,1,Graduate Degree,Manual,29966
30,M,S,0,0,0,0,Bachelors,Clerical,84208
61,F,M,1,1,2,1,High School,Clerical,79269
56,M,M,1,2,1,1,High School,Skilled Manual,56774
43,F,S,0,1,0,0,Partial College,Skilled Manual,57405
26,M,M,0,2,0,0,Partial College,Clerical,80307
62,M,M,1,1,2,1,Bachelors,Skilled Manual,61019
56,M,M,1,0,2,0,Partial College,Skilled Manual,54503
50,F,M,1,1,2,0,High School,Manual,26302
30,F,S,0,1,0,0,High School,Skilled Manual,53315
47,F,M,1,1,2,1,Bachelors,Professional,130224
62,F,M,1,1,3,0,Partial College,Skilled Manual,62035
46,F,M,1,1,2,1,Bachelors,Skilled Manual,54033
32,F,M,0,2,0,0,Graduate Degree,Skilled Manual,51944
37,F,M,1,2,1,0,Partial College,Clerical,78663
55,M,S,1,0,0,0,Partial College,Manual,32846
59,F,M,1,1,3,3,Partial College,Skilled Manual,60696
49,M,M,1,1,2,2,High School,Skilled Manual,56474
53,M,S,1,1,0,0,Partial College,Manual,26983
42,M,M,1,1,2,1,Bachelors,Management,112791
33,M,S,0,1,0,0,High School,Skilled Manual,59539
39,F,S,1,3,0,0,Graduate Degree,Professional,136177
30,M,S,0,0,0,0,Bachelors,Management,108032
47,F,M,1,1,1,1,Graduate Degree,Skilled Manual,53833
25,M,M,0,0,0,0,Partial College,Clerical,83874
49,M,S,0,1,0,0,Partial College,Manual,31385
37,M,S,0,1,0,0,Bachelors,Skilled Manual,52464
51,M,M,1,1,2,0,Partial College,Manual,28585
32,F,S,0,1,0,0,High School,Skilled Manual,60493
37,M,M,1,3,2,2,Bachelors,Professional,133741
61,M,S,1,2,1,0,Bachelors,Professional,132026
36,M,M,1,1,2,0,Graduate Degree,Clerical,79680
59,M,S,1,0,1,0,High School,Skilled Manual,54338
29,M,S,0,0,0,0,High School,Skilled Manual,56181
41,M,S,0,2,0,0,High School,Skilled Manual,61482
39,F,S,1,2,0,0,Graduate Degree,Professional,133411
34,F,S,0,1,0,0,Partial College,Skilled Manual,58012
66,F,M,1,0,2,1,Bachelors,Skilled Manual,52688
40,M,S,0,2,0,0,Partial College,Skilled Manual,53412
52,F,M,1,1,2,0,Partial College,Skilled Manual,54061
28,F,S,0,0,0,0,Partial College,Skilled Manual,59401
28,M,M,1,2,0,0,Bachelors,Professional,132168
39,F,S,0,2,0,0,Partial High School,Skilled Manual,57305
37,F,S,0,2,0,0,Bachelors,Skilled Manual,60641
50,M,M,1,1,2,0,Bachelors,Manual,29573
63,M,M,1,1,2,1,Graduate Degree,Management,112889
52,F,S,1,2,0,0,Bachelors,Management,105158
51,F,M,1,1,2,0,Partial College,Clerical,81830
61,M,M,1,1,2,0,Partial College,Manual,28435
49,F,M,1,1,1,0,Partial College,Manual,36044
43,F,M,1,2,2,1,Partial College,Skilled Manual,61226
45,M,M,1,2,2,1,Partial College,Skilled Manual,56606
27,M,S,0,1,0,0,Bachelors,Clerical,84515
48,M,M,1,2,2,1,High School,Skilled Manual,60155
39,M,S,0,1,0,0,Graduate Degree,Skilled Manual,60144
39,M,M,1,1,1,0,Graduate Degree,Professional,129708
54,M,M,1,0,2,0,Partial College,Manual,29213
50,F,M,1,0,1,0,Partial College,Manual,30642
37,F,S,0,1,0,0,Bachelors,Manual,33408
41,M,M,1,2,0,0,Bachelors,Management,103911
34,M,S,0,2,0,0,Partial College,Clerical,78657
56,F,M,1,1,2,1,High School,Skilled Manual,54237
26,M,S,0,0,0,0,Partial High School,Skilled Manual,52189
34,F,M,1,2,1,1,Graduate Degree,Clerical,78935
51,F,M,1,3,2,1,Partial College,Management,110910
36,M,S,1,2,0,0,Graduate Degree,Professional,138715
32,F,S,0,3,0,0,Partial College,Management,104329
42,M,M,1,3,1,1,Bachelors,Clerical,78817
41,F,M,1,2,2,1,Partial College,Clerical,84375
47,M,M,1,2,0,0,Graduate Degree,Professional,130122
50,F,S,0,1,0,0,High School,Manual,28299
26,M,M,0,1,0,0,High School,Skilled Manual,56759
40,M,S,1,2,0,0,Bachelors,Professional,131550
68,F,S,1,0,1,1,Bachelors,Skilled Manual,54665
50,M,S,1,0,0,0,High School,Skilled Manual,52997
42,F,M,1,0,2,1,Partial College,Clerical,77014
30,M,S,0,2,0,0,Partial College,Clerical,78223
30,M,S,0,2,0,0,Partial College,Clerical,82847
41,M,S,1,0,0,0,Graduate Degree,Management,105463
60,F,M,1,2,2,1,Bachelors,Management,109288
61,F,M,1,0,2,2,Bachelors,Management,112840
32,M,S,0,1,0,0,High School,Clerical,85398
51,M,M,1,2,2,0,Partial High School,Skilled Manual,57920
51,M,S,1,0,0,0,Partial College,Management,103322
37,M,S,0,2,0,0,Bachelors,Clerical,81528
62,F,M,1,1,2,1,Partial College,Skilled Manual,51096
44,F,S,1,3,0,0,Partial College,Clerical,81293
34,F,M,0,2,2,0,Bachelors,Skilled Manual,56583
41,F,M,1,3,2,0,Bachelors,Management,103060
62,M,S,1,1,1,1,Partial College,Skilled Manual,58992
39,M,M,1,1,1,0,Graduate Degree,Skilled Manual,62240
49,F,M,1,2,2,1,Partial College,Clerical,77550
75,F,S,1,2,1,1,Partial College,Skilled Manual,53687
52,M,M,1,2,2,1,Partial College,Clerical,85152
51,M,S,0,0,0,0,Partial High School,Manual,27881
40,M,S,0,0,0,0,Bachelors,Manual,26422
26,M,S,0,2,0,0,Partial College,Clerical,80039
60,M,M,1,2,2,1,Partial College,Skilled Manual,53659
42,M,S,0,2,0,0,Graduate Degree,Skilled Manual,60071
44,M,S,1,0,0,0,Bachelors,Management,106628
39,M,S,0,2,0,0,Partial High School,Skilled Manual,54163
39,F,S,0,2,0,0,High School,Skilled Manual,61590
37,M,S,0,1,0,0,Bachelors,Manual,36431
42,M,M,1,1,2,1,Bachelors,Clerical,87877
45,F,M,1,2,2,2,Partial College,Management,112877
58,F,M,1,3,2,1,Bachelors,Clerical,79096
33,M,M,1,1,1,1,Bachelors,Management,105264
32,M,S,0,1,0,0,Partial High School,Manual,26000
40,F,S,0,0,0,0,Bachelors,Clerical,79305
25,M,S,0,1,0,0,Bachelors,Clerical,83114
36,F,S,0,1,0,0,Graduate Degree,Skilled Manual,53021
43,M,M,1,1,1,1,Partial College,Manual,26427
32,M,S,0,1,0,0,High School,Skilled Manual,54614
50,F,M,1,2,2,1,High School,Skilled Manual,56016
68,F,M,1,1,2,0,Partial College,Manual,28517
36,F,S,0,3,0,0,Graduate Degree,Management,102514
29,F,M,0,2,0,0,Bachelors,Clerical,79233
55,F,M,1,1,2,0,Partial College,Skilled Manual,50924
52,F,M,1,0,2,1,Bachelors,Manual,35706
33,M,S,0,1,0,0,Partial High School,Manual,36642
57,M,M,1,1,2,2,High School,Clerical,85831
52,M,S,1,2,0,0,Graduate Degree,Management,107721
30,F,S,0,2,0,0,High School,Skilled Manual,61413
31,M,M,0,0,0,0,Partial High School,Manual,33784
61,M,M,1,1,2,0,High School,Skilled Manual,58290
27,F,M,0,0,0,0,High School,Skilled Manual,61571
59,F,M,1,1,2,0,Bachelors,Skilled Manual,61577
51,F,M,1,1,2,0,Partial College,Manual,36536
30,M,S,0,2,0,0,Bachelors,Professional,129603
46,F,S,0,2,0,0,Partial College,Skilled Manual,54128
44,M,M,1,2,1,1,Graduate Degree,Clerical,84256
33,F,S,0,1,0,0,Graduate Degree,Skilled Manual,60800
27,M,S,0,0,0,0,Partial High School,Manual,25601
25,F,M,0,1,0,0,Partial College,Clerical,79201
45,F,M,1,2,0,0,Graduate Degree,Professional,131510
39,F,S,0,0,0,0,Bachelors,Manual,30231
48,F,S,1,1,0,0,Partial High School,Skilled Manual,54845
62,M,M,1,1,2,1,Bachelors,Skilled Manual,53282
71,M,S,1,3,1,0,Partial College,Clerical,79453
58,F,M,1,2,2,0,Bachelors,Skilled Manual,61134
44,M,M,1,0,1,1,Partial College,Manual,29761
43,F,M,1,1,2,1,Partial College,Clerical,78681
41,M,M,1,4,2,1,Bachelors,Professional,137873
54,M,M,1,1,2,1,High School,Skilled Manual,60322
46,F,S,1,1,0,0,Partial College,Management,112715
53,F,S,1,0,0,0,Partial College,Skilled Manual,57582
33,F,M,1,1,1,0,Graduate Degree,Professional,130834
33,M,S,0,2,0,0,High School,Skilled Manual,56702
62,M,M,1,0,2,1,Bachelors,Skilled Manual,52184
37,M,S,1,2,0,0,Bachelors,Professional,132416
54,F,M,1,2,2,1,High School,Skilled Manual,51346
28,F,M,0,3,0,0,High School,Clerical,86646
46,F,S,0,1,0,0,Graduate Degree,Manual,34749
41,F,S,0,2,0,0,Bachelors,Skilled Manual,61346
39,F,M,1,1,1,0,Graduate Degree,Skilled Manual,61257
42,F,S,0,1,0,0,Bachelors,Clerical,81315
40,F,S,1,0,0,0,Bachelors,Management,101869
30,M,S,0,1,0,0,Partial College,Skilled Manual,55932
42,F,M,0,1,2,0,Bachelors,Manual,29355
47,F,S,1,2,0,0,Graduate Degree,Management,103328
42,F,S,1,0,0,0,Bachelors,Professional,129532
44,M,M,1,1,2,1,Bachelors,Skilled Manual,56621
32,F,M,0,2,0,0,High School,Skilled Manual,61022
31,F,M,1,3,0,0,Bachelors,Management,105071
67,M,M,1,1,2,1,Graduate Degree,Clerical,79612
29,M,S,0,1,0,0,Bachelors,Clerical,78999
48,M,S,1,1,0,0,Partial High School,Skilled Manual,52464
37,F,S,0,0,0,0,Bachelors,Clerical,81449
34,M,S,0,2,0,0,High School,Skilled Manual,59487
28,F,S,0,1,0,0,Partial High School,Skilled Manual,58395
34,F,S,0,0,0,0,Partial High School,Manual,26746
30,M,S,0,3,0,0,Bachelors,Management,110716
55,F,S,1,0,0,0,Partial High School,Manual,35315
54,M,S,1,1,0,0,Partial College,Skilled Manual,61847
41,F,S,0,1,0,0,Bachelors,Clerical,86993
31,M,S,0,0,0,0,Partial College,Skilled Manual,51821
27,M,M,0,3,0,0,High School,Clerical,80529
43,M,S,0,1,0,0,Graduate Degree,Skilled Manual,59695
44,F,S,1,2,0,0,Bachelors,Clerical,77779
26,F,S,0,0,0,0,Partial College,Clerical,86556
48,M,M,1,1,1,0,High School,Manual,33664
74,M,M,1,0,3,2,Bachelors,Clerical,85477
45,F,M,1,1,1,1,Partial College,Skilled Manual,57129
28,M,S,0,0,0,0,Partial College,Skilled Manual,56850
49,F,S,1,0,0,0,Partial College,Clerical,76315
30,M,S,0,2,0,0,Partial College,Management,111087
29,F,S,0,1,0,0,Partial College,Management,106475
44,F,S,1,3,0,0,Partial College,Clerical,78318
65,M,M,1,0,2,0,Bachelors,Manual,28974
28,M,S,0,3,0,0,High School,Clerical,81813
45,F,S,0,0,0,0,Partial College,Skilled Manual,56000
29,F,S,0,3,0,0,Partial College,Management,108347
35,F,M,1,2,0,0,Bachelors,Professional,128003
29,F,S,0,1,0,0,Partial College,Skilled Manual,52289
57,F,M,1,1,2,0,Partial College,Manual,32829
40,M,M,1,2,1,1,Bachelors,Clerical,87350
34,F,S,0,2,0,0,Partial High School,Skilled Manual,56120
45,F,S,0,2,0,0,High School,Skilled Manual,57869
83,F,M,1,0,2,0,Graduate Degree,Management,103352
61,F,M,1,2,2,2,High School,Clerical,81417
56,F,S,1,2,0,0,Partial College,Clerical,79319
37,M,S,0,3,0,0,Bachelors,Clerical,79749
40,F,S,0,0,0,0,Partial High School,Manual,34085
47,F,M,1,0,1,0,Partial College,Skilled Manual,58968
43,M,S,0,0,0,0,Bachelors,Skilled Manual,57921
41,M,M,1,2,2,1,Bachelors,Clerical,86315
32,F,M,1,3,0,0,Bachelors,Management,110737
35,F,M,0,0,2,1,Partial College,Manual,28581
45,M,S,1,3,0,0,Bachelors,Professional,138875
58,M,M,1,3,2,1,Bachelors,Management,108150
33,F,M,0,2,2,0,Graduate Degree,Skilled Manual,51489
38,F,S,0,0,0,0,Bachelors,Manual,33895
67,F,S,1,2,1,1,Partial College,Skilled Manual,61909
30,F,M,0,1,0,0,High School,Skilled Manual,51056
37,F,S,0,0,0,0,High School,Skilled Manual,55271
42,M,S,1,1,0,0,Bachelors,Management,109343
49,M,M,1,1,1,1,High School,Manual,32067
29,M,S,0,2,0,0,Bachelors,Skilled Manual,55403
44,F,M,1,1,1,1,Partial College,Manual,28528
41,F,M,1,2,2,2,Partial College,Skilled Manual,53851
36,M,M,0,1,1,1,Graduate Degree,Manual,29193
28,F,S,0,1,0,0,Partial High School,Skilled Manual,51139
65,M,M,1,3,2,1,Bachelors,Professional,132445
37,F,S,0,2,0,0,Bachelors,Skilled Manual,52748
35,F,M,1,1,2,1,Partial College,Clerical,81043
49,M,M,1,0,2,1,High School,Manual,32974
64,M,M,1,1,2,1,Graduate Degree,Skilled Manual,52837
47,M,S,1,2,0,0,Bachelors,Clerical,86254
26,M,M,0,2,0,0,High School,Clerical,78740
54,M,M,1,0,2,1,High School,Skilled Manual,57297
48,F,S,1,3,0,0,Partial College,Clerical,86057
55,M,M,1,3,2,1,Partial College,Clerical,84946
43,M,M,1,1,2,0,Bachelors,Skilled Manual,58601
39,F,M,1,1,1,0,Graduate Degree,Professional,137199
32,F,S,0,2,0,0,Partial College,Clerical,76744
32,F,S,0,3,0,0,Partial College,Clerical,77997
40,M,M,1,2,2,1,Bachelors,Professional,138711
27,F,M,0,1,0,0,High School,Manual,30069
42,F,S,1,1,0,0,Bachelors,Professional,134538
38,F,S,0,2,0,0,Graduate Degree,Clerical,82493
39,F,M,1,2,1,0,Graduate Degree,Skilled Manual,58145
39,M,S,0,2,0,0,High School,Skilled Manual,61630
33,M,M,1,1,2,1,Bachelors,Professional,133084
32,M,M,0,0,0,0,Partial College,Manual,27803
36,M,S,0,1,0,0,Graduate Degree,Clerical,77381
36,F,M,1,3,0,0,Graduate Degree,Management,109617
28,M,S,0,1,0,0,Partial College,Clerical,80067
37,M,S,0,1,0,0,Bachelors,Manual,33791
49,M,S,0,1,0,0,Partial College,Manual,29306
38,F,S,0,1,0,0,Bachelors,Skilled Manual,59409
52,M,S,1,3,0,0,Bachelors,Management,111475
54,F,S,1,0,0,0,High School,Manual,34688
41,M,M,0,0,1,1,Partial High School,Manual,33082
58,F,M,1,0,2,2,Partial College,Manual,26936
33,M,S,0,2,0,0,Bachelors,Skilled Manual,61404
53,M,S,1,2,0,0,High School,Skilled Manual,62184
69,M,S,1,2,1,0,Graduate Degree,Professional,128737
27,F,S,0,1,0,0,High School,Clerical,81041
52,F,M,1,2,2,0,High School,Skilled Manual,54515
35,M,M,0,0,1,0,High School,Manual,36293
40,F,S,0,1,0,0,Graduate Degree,Skilled Manual,52323
53,F,M,1,1,2,1,Partial College,Clerical,84952
27,M,S,0,1,0,0,Bachelors,Clerical,86495
40,M,S,0,0,0,0,High School,Skilled Manual,58597
50,F,S,0,0,0,0,Partial High School,Manual,29541
37,F,S,0,1,0,0,Graduate Degree,Skilled Manual,57154
45,F,S,0,0,0,0,Bachelors,Skilled Manual,56977
34,M,S,0,1,0,0,Partial College,Manual,30425
30,M,M,0,0,0,0,Bachelors,Manual,28472
47,F,S,0,1,0,0,Bachelors,Skilled Manual,51351
42,F,S,0,1,0,0,Bachelors,Skilled Manual,56142
55,F,S,1,0,0,0,Partial College,Clerical,84367
55,F,S,1,0,0,0,Partial College,Clerical,79123
39,F,M,1,3,0,0,Graduate Degree,Professional,129956
33,M,S,0,0,0,0,Partial High School,Skilled Manual,56726
35,M,M,0,1,2,2,Bachelors,Manual,35325
40,M,S,1,1,0,0,Bachelors,Professional,130395
38,M,S,0,0,0,0,Graduate Degree,Skilled Manual,54220
54,M,M,1,1,1,0,Partial College,Skilled Manual,57696
44,F,M,1,2,2,2,Partial College,Management,102475
67,F,M,1,2,2,1,Graduate Degree,Clerical,78668
44,F,S,0,1,0,0,Partial College,Skilled Manual,59959
40,M,S,0,2,0,0,Graduate Degree,Clerical,83348
38,F,M,1,2,1,1,Partial College,Management,104116
27,M,S,0,2,0,0,Partial College,Skilled Manual,53785
53,F,M,1,2,2,1,Partial College,Clerical,76743
27,F,S,0,1,0,0,High School,Skilled Manual,56536
38,M,S,0,1,0,0,Partial High School,Skilled Manual,61436
40,M,M,1,1,2,1,Partial High School,Skilled Manual,51929
49,F,S,0,1,0,0,Partial High School,Manual,27655
58,F,S,1,1,1,1,Partial College,Skilled Manual,51294
47,F,M,1,1,2,1,Bachelors,Management,111512
35,M,S,0,1,0,0,High School,Skilled Manual,52912
26,M,M,0,1,0,0,Bachelors,Management,105576
46,F,M,1,0,1,0,Graduate Degree,Professional,134335
43,F,S,1,3,0,0,Bachelors,Clerical,85734
48,M,S,1,2,0,0,High School,Skilled Manual,59078
43,F,M,1,2,1,0,Partial College,Clerical,82870
32,F,M,1,2,0,0,Partial College,Management,106518
50,F,M,1,0,2,0,Partial High School,Skilled Manual,51941
34,F,M,1,1,1,0,Graduate Degree,Management,102598
67,M,M,1,2,2,0,Bachelors,Skilled Manual,52068
42,F,S,0,3,0,0,High School,Clerical,86079
35,M,M,1,3,0,0,Graduate Degree,Management,109111
35,M,S,1,1,0,0,Graduate Degree,Professional,128325
58,M,M,1,1,2,1,Partial High School,Skilled Manual,61747
50,F,M,1,2,2,0,High School,Skilled Manual,52798
41,M,S,0,0,0,0,Partial College,Skilled Manual,62290
45,M,M,1,1,2,0,Partial College,Manual,34685
50,F,M,1,1,2,2,High School,Manual,25745
54,F,M,1,1,2,1,Partial High School,Manual,35574
41,F,S,0,0,0,0,High School,Manual,36527
69,M,S,1,2,1,1,Graduate Degree,Clerical,84878
25,M,S,0,2,0,0,Partial High School,Skilled Manual,59179
48,M,M,1,2,2,0,Partial College,Management,112531
50,F,M,1,3,1,1,Partial College,Management,107025
61,F,M,1,1,2,0,Bachelors,Management,111098
41,M,S,0,0,0,0,Bachelors,Manual,34765
38,F,S,0,1,0,0,Bachelors,Skilled Manual,55647
51,M,M,1,1,2,1,Partial College,Skilled Manual,62213
33,F,M,0,0,1,1,High School,Manual,34242
33,M,S,0,1,0,0,Bachelors,Management,106299
66,F,S,1,2,1,0,Bachelors,Clerical,84730
39,F,M,0,0,1,0,Graduate Degree,Manual,25658
43,F,M,1,0,2,1,Partial College,Manual,26760
30,M,S,0,2,0,0,High School,Skilled Manual,60186
43,M,S,0,0,0,0,Partial College,Manual,29771
55,M,M,1,2,2,1,Partial College,Skilled Manual,55909
28,M,M,0,0,0,0,Partial College,Skilled Manual,57747
45,M,S,1,1,0,0,Partial College,Clerical,76739
52,M,M,1,1,2,0,Partial High School,Manual,35614
34,F,S,0,1,0,0,Partial College,Skilled Manual,60852
40,F,S,0,3,0,0,Partial College,Clerical,80496
61,F,M,1,2,2,1,High School,Clerical,86430
30,M,S,0,1,0,0,High School,Skilled Manual,58843
45,M,M,1,1,2,0,High School,Manual,34928
41,M,M,0,0,1,0,Partial High School,Manual,29130
39,F,M,1,2,0,0,Graduate Degree,Professional,137398
40,F,M,0,1,2,2,Partial College,Manual,36594
51,F,S,1,2,0,0,Partial College,Skilled Manual,52723
63,F,M,1,1,2,2,Bachelors,Skilled Manual,56650
36,M,M,1,1,1,1,Graduate Degree,Clerical,82645
33,M,M,0,1,1,1,Graduate Degree,Skilled Manual,55672
55,M,M,1,0,2,0,Partial High School,Skilled Manual,55646
31,F,S,0,1,0,0,Partial High School,Manual,29263
39,F,M,1,2,2,2,Graduate Degree,Management,107337
41,F,M,1,3,2,0,Bachelors,Management,111765
51,M,M,1,0,2,1,High School,Skilled Manual,54482
31,F,S,0,0,0,0,Bachelors,Manual,29850
41,F,M,1,2,0,0,Bachelors,Management,105478
36,F,S,0,2,0,0,Bachelors,Skilled Manual,52033
39,M,S,0,3,0,0,Bachelors,Clerical,79378
46,F,M,1,0,2,1,Graduate Degree,Clerical,78933
49,M,M,1,1,2,1,Partial College,Skilled Manual,54674
42,M,S,0,0,0,0,Bachelors,Manual,33966
42,M,S,0,0,0,0,Bachelors,Manual,33966
42,M,M,1,2,1,0,Bachelors,Skilled Manual,51799
49,M,M,1,0,2,2,Partial College,Skilled Manual,54710
40,M,M,1,1,2,1,Graduate Degree,Management,110353
32,M,M,1,2,0,0,Bachelors,Management,104528
27,F,S,0,0,0,0,High School,Skilled Manual,61306
32,F,S,0,0,0,0,Partial High School,Skilled Manual,55572
70,F,M,1,0,2,1,Graduate Degree,Management,108641
50,F,M,1,0,2,1,High School,Manual,35746
61,F,M,1,2,2,0,Bachelors,Management,111217
46,F,S,0,1,0,0,Graduate Degree,Manual,27462
39,M,M,1,3,1,1,Bachelors,Clerical,78079
58,F,M,1,1,2,0,High School,Skilled Manual,56009
42,M,M,0,0,2,2,Bachelors,Manual,30990
34,M,S,0,0,0,0,Bachelors,Skilled Manual,60193
41,F,M,0,0,1,0,Partial College,Manual,33166
41,M,M,0,0,1,0,Bachelors,Manual,29360
50,M,M,1,0,2,1,Partial College,Skilled Manual,58119
30,M,M,0,1,0,0,Partial College,Clerical,81284
43,M,S,1,1,0,0,Bachelors,Clerical,81663
31,M,M,0,3,0,0,Partial College,Clerical,81388
64,M,M,1,2,3,0,Graduate Degree,Professional,128021
45,F,S,1,2,0,0,Graduate Degree,Management,110412
47,F,M,1,1,2,2,Partial College,Clerical,84079
44,F,S,0,1,0,0,Partial College,Skilled Manual,56530
36,F,S,0,0,0,0,Bachelors,Management,109507
36,M,M,0,0,2,1,Graduate Degree,Skilled Manual,56285
28,F,S,0,1,0,0,High School,Clerical,81921
34,M,M,0,1,2,0,Graduate Degree,Manual,30290
38,M,M,1,2,1,1,Bachelors,Skilled Manual,53799
43,F,M,1,3,2,0,Bachelors,Clerical,79332
43,F,S,1,3,2,0,Bachelors,Clerical,79332
32,F,S,0,0,0,0,Partial College,Manual,30518
51,M,M,1,1,1,0,High School,Skilled Manual,61851
44,M,M,1,1,2,1,Partial College,Skilled Manual,58762
34,M,M,0,1,1,1,High School,Skilled Manual,53555
40,M,S,0,0,0,0,Partial College,Manual,29517
40,F,S,0,2,0,0,Bachelors,Clerical,84065
30,M,S,0,1,0,0,Partial College,Skilled Manual,52584
82,F,M,1,0,3,0,Partial High School,Skilled Manual,56006
27,M,S,0,1,0,0,Partial College,Skilled Manual,53569
43,F,M,1,2,2,0,Bachelors,Management,104873
32,F,M,0,2,0,0,Partial College,Clerical,77671
